	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
12812	もし男の子が走っている場合、ライダーが女性を追い回したはずだ	男の子が走っている	non-entailment	constituent	3	subordination	train
12813	もし男の子が横たわっているのでなければ、サーファーが会社員を押したにちがいない	男の子が横たわっている	non-entailment	constituent	3	subordination	train
12814	もしサーファーが泳いでいる場合、スノーボーダーが大人を押したはずだ	サーファーが泳いでいる	non-entailment	constituent	3	subordination	train
12815	もしサーファーが泣いているなら、老人がライダーを追い払ったにちがいない	サーファーが泣いている	non-entailment	constituent	3	subordination	train
12816	もしフットボール選手が眠っている場合、学生が若者を追い払っただろう	フットボール選手が眠っている	non-entailment	constituent	3	subordination	train
12817	もしライダーが眠っているなら、老人が大人を指さしているにちがいない	ライダーが眠っている	non-entailment	constituent	3	subordination	train
12818	もしホッケー選手が遊んでいる場合、会社員がサーファーを追いかけているだろう	ホッケー選手が遊んでいる	non-entailment	constituent	3	subordination	train
12819	もし学生が歩いているなら、男性がライダーを助けただろう	学生が歩いている	non-entailment	constituent	3	subordination	train
12820	もし女性が泣いているなら、子供がサーファーを押しただろう	女性が泣いている	non-entailment	constituent	3	subordination	train
12821	もしフットボール選手が立っているなら、サーファーがホッケー選手をにらんでいるだろう	フットボール選手が立っている	non-entailment	constituent	3	subordination	train
12822	もしテニス選手が歩き回っているのでなければ、学生がホッケー選手をにらんでいるだろう	テニス選手が歩き回っている	non-entailment	constituent	3	subordination	train
12823	もし女の子が笑っているなら、ライダーが若者をいじめているだろう	女の子が笑っている	non-entailment	constituent	3	subordination	train
12824	もしフットボール選手が横たわっている場合、若者がテニス選手を追い回したにちがいない	フットボール選手が横たわっている	non-entailment	constituent	3	subordination	train
12825	もし男の子が泳いでいるのでなければ、カップルが子供をたたいているはずだ	男の子が泳いでいる	non-entailment	constituent	3	subordination	train
12826	もし老人が横たわっている場合、サーファーが女の子を助けただろう	老人が横たわっている	non-entailment	constituent	3	subordination	train
12827	もし男の子が歩いているなら、若者が大人をいじめているにちがいない	男の子が歩いている	non-entailment	constituent	3	subordination	train
12828	もしホッケー選手が歩いているなら、スノーボーダーが老人をたたいているだろう	ホッケー選手が歩いている	non-entailment	constituent	3	subordination	test
12829	もし男の子が歩き回っているなら、ライダーが若者を追い払ったにちがいない	男の子が歩き回っている	non-entailment	constituent	3	subordination	train
12830	もしライダーが歩いている場合、老人がテニス選手を追いかけているにちがいない	ライダーが歩いている	non-entailment	constituent	3	subordination	train
12831	もしカップルが遊んでいる場合、男の子が子供を蹴ったはずだ	カップルが遊んでいる	non-entailment	constituent	3	subordination	train
12832	もしフットボール選手が泳いでいる場合、ライダーが女の子をたたいているだろう	フットボール選手が泳いでいる	non-entailment	constituent	3	subordination	train
12833	もしカップルが遊んでいる場合、男性が子供をいじめているだろう	カップルが遊んでいる	non-entailment	constituent	3	subordination	train
12834	もしカップルが歌を歌っているのでなければ、老人が男性を見ているはずだ	カップルが歌を歌っている	non-entailment	constituent	3	subordination	train
12835	もしテニス選手が座っている場合、男性が男の子を押しただろう	テニス選手が座っている	non-entailment	constituent	3	subordination	train
12836	もしサーファーが歩き回っているなら、テニス選手が老人をにらんでいるにちがいない	サーファーが歩き回っている	non-entailment	constituent	3	subordination	train
12837	もしテニス選手が歩いているのでなければ、カップルが若者を押したにちがいない	テニス選手が歩いている	non-entailment	constituent	3	subordination	train
12838	もし学生が横たわっているなら、若者が老人を助けたはずだ	学生が横たわっている	non-entailment	constituent	3	subordination	train
12839	もし学生が歩き回っているのでなければ、テニス選手が男の子を押したはずだ	学生が歩き回っている	non-entailment	constituent	3	subordination	train
12840	もし老人が泳いでいるなら、フットボール選手が若者を押したにちがいない	老人が泳いでいる	non-entailment	constituent	3	subordination	train
12841	もし大人が遊んでいるなら、男の子がカップルを指さしているにちがいない	大人が遊んでいる	non-entailment	constituent	3	subordination	train
12842	もし会社員が走っているのでなければ、子供がフットボール選手をいじめているはずだ	会社員が走っている	non-entailment	constituent	3	subordination	train
12843	もしカップルが眠っているのでなければ、女の子がスノーボーダーを追いかけているにちがいない	カップルが眠っている	non-entailment	constituent	3	subordination	train
12844	もし若者が眠っているのでなければ、サーファーがライダーを指さしているにちがいない	若者が眠っている	non-entailment	constituent	3	subordination	train
12845	もしホッケー選手が泣いているのでなければ、会社員が女の子を押しただろう	ホッケー選手が泣いている	non-entailment	constituent	3	subordination	train
